tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,data_year
2019-321,Stuttgart,Grass,32.0,250,O,20190610,MC65,5.0,DA,Gael Monfils,R,193.0,FRA,32.772,16.0,2055.0,J386,,DA,Steve Johnson,R,188.0,USA,29.459,78.0,725.0,7-5 5-7 7-6(6),3.0,R32,148.0,15.0,6.0,116.0,80.0,51.0,21.0,18.0,5.0,9.0,3.0,3.0,133.0,83.0,57.0,23.0,18.0,8.0,12.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,KB09,,DA,Denis Kudla,R,180.0,USA,26.812,84.0,675.0,GB61,,Q,Viktor Galovic,R,193.0,CRO,28.723,205.0,259.0,6-3 6-2,3.0,R32,59.0,7.0,0.0,45.0,27.0,23.0,11.0,9.0,0.0,1.0,3.0,1.0,55.0,41.0,23.0,4.0,8.0,2.0,6.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BK40,,DA,Matteo Berrettini,R,196.0,ITA,23.159,30.0,1275.0,KE17,,DA,Nick Kyrgios,R,193.0,AUS,24.12,36.0,1225.0,6-3 6-4,3.0,R32,53.0,10.0,2.0,50.0,30.0,25.0,16.0,10.0,0.0,0.0,8.0,2.0,49.0,34.0,25.0,6.0,9.0,1.0,3.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BA65,,Q,Dustin Brown,R,196.0,JAM,34.502,170.0,313.0,Z355,1.0,DA,Alexander Zverev,R,198.0,GER,22.138,5.0,4360.0,6-4 6-7(3) 6-3,3.0,R16,120.0,11.0,7.0,114.0,69.0,49.0,27.0,16.0,13.0,14.0,21.0,14.0,104.0,72.0,59.0,9.0,15.0,7.0,10.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,AG37,7.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.836,21.0,1462.0,SD32,,DA,Gilles Simon,R,183.0,FRA,34.45,37.0,1190.0,7-5 6-4,3.0,R16,90.0,15.0,5.0,59.0,39.0,31.0,9.0,11.0,2.0,4.0,3.0,4.0,67.0,36.0,24.0,15.0,11.0,3.0,7.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,F724,,DA,Marton Fucsovics,R,188.0,HUN,27.335,52.0,930.0,BG23,4.0,DA,Nikoloz Basilashvili,R,185.0,GEO,27.294,17.0,1970.0,6-7(4) 6-2 7-5,3.0,R16,135.0,12.0,4.0,102.0,54.0,42.0,24.0,16.0,5.0,7.0,3.0,13.0,118.0,64.0,41.0,29.0,16.0,12.0,17.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,R975,6.0,DA,Milos Raonic,R,196.0,CAN,28.452,18.0,1960.0,T786,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,34.146,79.0,715.0,6-4 6-7(5) 7-6(1),3.0,R16,147.0,24.0,8.0,112.0,65.0,54.0,27.0,17.0,4.0,4.0,15.0,3.0,102.0,65.0,55.0,22.0,17.0,2.0,3.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,29.125,38.0,1170.0,KI95,,DA,Miomir Kecmanovic,R,183.0,SRB,19.775,83.0,684.0,6-2 6-2,3.0,R16,58.0,15.0,4.0,56.0,37.0,31.0,7.0,8.0,2.0,2.0,1.0,3.0,51.0,29.0,17.0,11.0,8.0,4.0,8.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,PF39,,WC,Lucas Pouille,R,185.0,FRA,25.292,26.0,1340.0,MM58,3.0,DA,Daniil Medvedev,R,198.0,RUS,23.326,13.0,2625.0,7-6(6) 4-6 6-2,3.0,R16,121.0,3.0,6.0,99.0,61.0,46.0,18.0,15.0,4.0,6.0,19.0,9.0,110.0,67.0,48.0,19.0,15.0,9.0,12.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,KB09,,DA,Denis Kudla,R,180.0,USA,26.812,84.0,675.0,MC65,5.0,DA,Gael Monfils,R,193.0,FRA,32.772,16.0,2055.0,7-5 6-7(3) 7-6(3),3.0,R16,138.0,4.0,4.0,108.0,65.0,50.0,23.0,18.0,3.0,7.0,11.0,6.0,114.0,81.0,53.0,16.0,18.0,1.0,6.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BK40,,DA,Matteo Berrettini,R,196.0,ITA,23.159,30.0,1275.0,KE29,2.0,DA,Karen Khachanov,R,198.0,RUS,23.053,9.0,2980.0,6-4 6-2,3.0,R16,68.0,5.0,3.0,47.0,30.0,27.0,10.0,9.0,0.0,0.0,4.0,2.0,61.0,42.0,27.0,8.0,9.0,2.0,5.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,AG37,7.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.836,21.0,1462.0,BA65,,Q,Dustin Brown,R,196.0,JAM,34.502,170.0,313.0,7-6(3) 6-7(2) 7-6(2),3.0,QF,148.0,30.0,3.0,116.0,77.0,64.0,23.0,18.0,4.0,5.0,9.0,6.0,124.0,81.0,56.0,28.0,18.0,6.0,7.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,R975,6.0,DA,Milos Raonic,R,196.0,CAN,28.452,18.0,1960.0,F724,,DA,Marton Fucsovics,R,188.0,HUN,27.335,52.0,930.0,6-4 6-4,3.0,QF,73.0,12.0,4.0,53.0,36.0,32.0,10.0,10.0,1.0,1.0,7.0,7.0,60.0,31.0,24.0,12.0,10.0,0.0,2.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,29.125,38.0,1170.0,PF39,,WC,Lucas Pouille,R,185.0,FRA,25.292,26.0,1340.0,6-4 6-4,3.0,QF,69.0,12.0,3.0,51.0,25.0,22.0,18.0,10.0,0.0,0.0,7.0,5.0,69.0,36.0,26.0,17.0,10.0,9.0,11.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BK40,,DA,Matteo Berrettini,R,196.0,ITA,23.159,30.0,1275.0,KB09,,DA,Denis Kudla,R,180.0,USA,26.812,84.0,675.0,6-3 6-3,3.0,QF,72.0,10.0,1.0,47.0,29.0,26.0,11.0,9.0,0.0,0.0,3.0,1.0,63.0,37.0,24.0,12.0,9.0,4.0,7.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,AG37,7.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.836,21.0,1462.0,R975,6.0,DA,Milos Raonic,R,196.0,CAN,28.452,18.0,1960.0,W/O,3.0,SF,,,,,,,,,,,,,,,,,,,,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BK40,,DA,Matteo Berrettini,R,196.0,ITA,23.159,30.0,1275.0,SL28,,DA,Jan-Lennard Struff,R,193.0,GER,29.125,38.0,1170.0,6-4 7-5,3.0,SF,74.0,8.0,4.0,57.0,37.0,33.0,13.0,11.0,2.0,2.0,7.0,2.0,62.0,36.0,28.0,15.0,11.0,2.0,4.0,2019
2019-321,Stuttgart,Grass,32.0,250,O,20190610,BK40,,DA,Matteo Berrettini,R,196.0,ITA,23.159,30.0,1275.0,AG37,7.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.836,21.0,1462.0,6-4 7-6(11),3.0,F,107.0,6.0,2.0,71.0,44.0,41.0,16.0,11.0,0.0,0.0,16.0,1.0,76.0,52.0,44.0,12.0,11.0,5.0,6.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,J551,,DA,Nicolas Jarry,R,201.0,CHI,23.663,60.0,855.0,S0AG,,Q,Jannik Sinner,R,191.0,ITA,17.815,219.0,227.0,7-6(4) 6-3,3.0,R32,81.0,10.0,0.0,66.0,43.0,31.0,13.0,11.0,1.0,3.0,1.0,2.0,58.0,35.0,20.0,15.0,10.0,0.0,3.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,K926,,DA,Mikhail Kukushkin,R,183.0,KAZ,31.455,47.0,955.0,SU87,,DA,Lorenzo Sonego,R,191.0,ITA,24.082,76.0,732.0,5-7 6-4 6-4,3.0,R32,127.0,0.0,2.0,93.0,61.0,47.0,18.0,16.0,3.0,4.0,7.0,3.0,91.0,53.0,42.0,21.0,16.0,2.0,4.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,G628,8.0,DA,Richard Gasquet,R,183.0,FRA,32.977,42.0,1080.0,BH09,,DA,Aljaz Bedene,R,183.0,SLO,29.895,93.0,595.0,6-7(3) 7-6(5) 6-4,3.0,R32,146.0,8.0,2.0,93.0,64.0,50.0,13.0,17.0,0.0,3.0,21.0,3.0,120.0,80.0,55.0,20.0,17.0,8.0,12.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,SA93,,DA,Andreas Seppi,R,191.0,ITA,35.299,72.0,750.0,F586,,LL,Thomas Fabbiano,R,173.0,ITA,30.04,104.0,557.0,7-6(10) 7-5,3.0,R32,117.0,10.0,2.0,96.0,60.0,40.0,19.0,12.0,4.0,7.0,3.0,3.0,89.0,57.0,39.0,12.0,12.0,2.0,6.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,TC61,,DA,Jordan Thompson,R,183.0,AUS,25.139,62.0,837.0,PL56,,Q,Tommy Paul,R,185.0,USA,22.064,138.0,416.0,3-6 6-1 6-4,3.0,R32,102.0,3.0,3.0,79.0,45.0,35.0,18.0,13.0,1.0,3.0,3.0,0.0,72.0,38.0,26.0,19.0,13.0,4.0,8.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,TD51,6.0,DA,Frances Tiafoe,R,188.0,USA,21.385,35.0,1230.0,SH90,,DA,Joao Sousa,R,185.0,POR,30.196,71.0,750.0,6-2 7-6(0),3.0,R32,74.0,6.0,3.0,60.0,37.0,32.0,12.0,10.0,0.0,1.0,7.0,1.0,74.0,47.0,30.0,14.0,10.0,9.0,12.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,GB88,5.0,DA,David Goffin,R,180.0,BEL,28.507,33.0,1235.0,DH50,,Q,Alejandro Davidovich Fokina,R,180.0,ESP,20.014,129.0,440.0,6-0 6-2,3.0,R32,48.0,5.0,1.0,34.0,22.0,20.0,8.0,7.0,0.0,0.0,1.0,2.0,46.0,35.0,16.0,4.0,7.0,5.0,10.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,H996,,DA,Pierre-Hugues Herbert,R,188.0,FRA,28.23,45.0,1008.0,E690,,DA,Matthew Ebden,R,188.0,AUS,31.537,66.0,786.0,6-4 7-5,3.0,R32,82.0,13.0,5.0,65.0,43.0,35.0,9.0,11.0,2.0,4.0,5.0,5.0,69.0,45.0,32.0,7.0,11.0,7.0,11.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,ME82,,DA,Adrian Mannarino,L,180.0,FRA,30.946,44.0,1011.0,D776,,WC,Thiemo de Bakker,R,193.0,NED,30.721,224.0,220.0,6-2 6-1,3.0,R32,59.0,3.0,0.0,42.0,21.0,17.0,16.0,8.0,0.0,0.0,9.0,4.0,55.0,32.0,22.0,4.0,7.0,9.0,13.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,GD64,7.0,DA,Cristian Garin,R,185.0,CHI,23.028,32.0,1240.0,CE25,,Q,Salvatore Caruso,R,185.0,ITA,26.483,122.0,456.0,6-1 6-4,3.0,R32,66.0,4.0,1.0,50.0,26.0,21.0,16.0,9.0,3.0,4.0,1.0,1.0,53.0,37.0,20.0,6.0,8.0,3.0,7.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,H756,,DA,Robin Haase,R,191.0,NED,32.178,67.0,781.0,HH26,,DA,Ugo Humbert,L,188.0,FRA,20.956,64.0,817.0,5-7 7-6(2) 7-6(4),3.0,R32,146.0,15.0,3.0,112.0,69.0,55.0,24.0,18.0,3.0,5.0,18.0,3.0,114.0,70.0,57.0,23.0,18.0,3.0,4.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,FB98,,DA,Taylor Fritz,R,196.0,USA,21.615,41.0,1090.0,R09X,,WC,Jurij Rodionov,L,191.0,AUT,20.068,211.0,239.0,7-6(2) 6-4,3.0,R32,79.0,14.0,2.0,73.0,41.0,33.0,20.0,11.0,7.0,7.0,8.0,0.0,65.0,39.0,30.0,16.0,11.0,2.0,3.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,J551,,DA,Nicolas Jarry,R,201.0,CHI,23.663,60.0,855.0,TE51,1.0,DA,Stefanos Tsitsipas,R,193.0,GRE,20.827,6.0,4215.0,6-4 3-6 6-4,3.0,R16,120.0,13.0,2.0,79.0,46.0,35.0,22.0,14.0,5.0,6.0,6.0,5.0,88.0,52.0,39.0,19.0,15.0,2.0,4.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,G628,8.0,DA,Richard Gasquet,R,183.0,FRA,32.977,42.0,1080.0,K926,,DA,Mikhail Kukushkin,R,183.0,KAZ,31.455,47.0,955.0,6-4 6-3,3.0,R16,84.0,8.0,1.0,57.0,36.0,26.0,12.0,9.0,1.0,2.0,1.0,3.0,71.0,38.0,25.0,13.0,10.0,9.0,13.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,DH58,3.0,DA,Alex de Minaur,R,183.0,AUS,20.309,24.0,1410.0,SA93,,DA,Andreas Seppi,R,191.0,ITA,35.299,72.0,750.0,7-5 6-3,3.0,R16,87.0,1.0,0.0,65.0,35.0,22.0,23.0,11.0,2.0,3.0,3.0,4.0,61.0,29.0,23.0,14.0,10.0,5.0,8.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,TC61,,DA,Jordan Thompson,R,183.0,AUS,25.139,62.0,837.0,TD51,6.0,DA,Frances Tiafoe,R,188.0,USA,21.385,35.0,1230.0,6-3 6-2,3.0,R16,66.0,5.0,1.0,50.0,41.0,30.0,7.0,9.0,2.0,3.0,1.0,3.0,54.0,35.0,22.0,6.0,8.0,1.0,5.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,GB88,5.0,DA,David Goffin,R,180.0,BEL,28.507,33.0,1235.0,H996,,DA,Pierre-Hugues Herbert,R,188.0,FRA,28.23,45.0,1008.0,6-3 7-5,3.0,R16,91.0,13.0,2.0,72.0,45.0,33.0,15.0,11.0,1.0,2.0,6.0,2.0,66.0,40.0,26.0,13.0,10.0,3.0,6.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,ME82,,DA,Adrian Mannarino,L,180.0,FRA,30.946,44.0,1011.0,V306,4.0,DA,Fernando Verdasco,L,188.0,ESP,35.567,34.0,1235.0,1-6 6-3 6-4,3.0,R16,102.0,1.0,4.0,88.0,52.0,30.0,21.0,13.0,8.0,12.0,5.0,2.0,71.0,48.0,32.0,11.0,13.0,0.0,4.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,GD64,7.0,DA,Cristian Garin,R,185.0,CHI,23.028,32.0,1240.0,H756,,DA,Robin Haase,R,191.0,NED,32.178,67.0,781.0,7-5 7-5,3.0,R16,105.0,3.0,2.0,78.0,47.0,30.0,15.0,12.0,6.0,9.0,8.0,5.0,79.0,44.0,28.0,14.0,12.0,7.0,12.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,CG80,2.0,DA,Borna Coric,R,188.0,CRO,22.568,14.0,2525.0,FB98,,DA,Taylor Fritz,R,196.0,USA,21.615,41.0,1090.0,4-6 6-3 6-3,3.0,R16,102.0,14.0,0.0,80.0,55.0,45.0,13.0,14.0,3.0,4.0,7.0,2.0,75.0,44.0,34.0,17.0,14.0,0.0,3.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,G628,8.0,DA,Richard Gasquet,R,183.0,FRA,32.977,42.0,1080.0,J551,,DA,Nicolas Jarry,R,201.0,CHI,23.663,60.0,855.0,7-6(8) 6-4,3.0,QF,104.0,6.0,1.0,86.0,62.0,46.0,13.0,11.0,4.0,4.0,14.0,2.0,74.0,42.0,29.0,21.0,11.0,3.0,4.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,TC61,,DA,Jordan Thompson,R,183.0,AUS,25.139,62.0,837.0,DH58,3.0,DA,Alex de Minaur,R,183.0,AUS,20.309,24.0,1410.0,4-6 6-2 6-3,3.0,QF,118.0,5.0,1.0,94.0,59.0,42.0,18.0,14.0,5.0,8.0,0.0,6.0,75.0,50.0,35.0,10.0,13.0,1.0,6.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,ME82,,DA,Adrian Mannarino,L,180.0,FRA,30.946,44.0,1011.0,GB88,5.0,DA,David Goffin,R,180.0,BEL,28.507,33.0,1235.0,4-6 7-5 6-3,3.0,QF,145.0,4.0,6.0,114.0,76.0,46.0,20.0,16.0,8.0,13.0,4.0,10.0,90.0,40.0,26.0,24.0,15.0,6.0,12.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,CG80,2.0,DA,Borna Coric,R,188.0,CRO,22.568,14.0,2525.0,GD64,7.0,DA,Cristian Garin,R,185.0,CHI,23.028,32.0,1240.0,6-7(4) 6-3 7-6(6),3.0,QF,150.0,16.0,1.0,106.0,75.0,58.0,14.0,16.0,4.0,6.0,7.0,5.0,107.0,61.0,47.0,25.0,17.0,4.0,8.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,TC61,,DA,Jordan Thompson,R,183.0,AUS,25.139,62.0,837.0,G628,8.0,DA,Richard Gasquet,R,183.0,FRA,32.977,42.0,1080.0,7-5 6-3,3.0,SF,101.0,11.0,2.0,74.0,45.0,34.0,14.0,11.0,4.0,5.0,3.0,0.0,72.0,38.0,26.0,17.0,10.0,10.0,13.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,ME82,,DA,Adrian Mannarino,L,180.0,FRA,30.946,44.0,1011.0,CG80,2.0,DA,Borna Coric,R,188.0,CRO,22.568,14.0,2525.0,4-6 6-3 7-6(4),3.0,SF,157.0,3.0,4.0,99.0,63.0,47.0,15.0,16.0,2.0,5.0,9.0,1.0,95.0,56.0,38.0,20.0,15.0,4.0,7.0,2019
2019-440,'s-Hertogenbosch,Grass,32.0,250,O,20190610,ME82,,DA,Adrian Mannarino,L,180.0,FRA,30.946,44.0,1011.0,TC61,,DA,Jordan Thompson,R,183.0,AUS,25.139,62.0,837.0,7-6(7) 6-3,3.0,F,121.0,4.0,2.0,89.0,54.0,38.0,20.0,11.0,6.0,7.0,5.0,0.0,70.0,49.0,32.0,9.0,10.0,2.0,4.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,TE51,1.0,DA,Stefanos Tsitsipas,R,193.0,GRE,20.846,6.0,4215.0,E831,,DA,Kyle Edmund,R,188.0,GBR,24.438,30.0,1280.0,6-3 7-5,3.0,R32,83.0,3.0,2.0,64.0,43.0,35.0,11.0,10.0,2.0,2.0,6.0,2.0,69.0,46.0,30.0,12.0,11.0,6.0,9.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,CA12,,DA,Jeremy Chardy,R,188.0,FRA,32.342,65.0,810.0,K926,,DA,Mikhail Kukushkin,R,183.0,KAZ,31.474,47.0,955.0,6-1 6-3,3.0,R32,63.0,6.0,2.0,45.0,32.0,27.0,6.0,8.0,3.0,3.0,1.0,1.0,60.0,45.0,26.0,5.0,8.0,4.0,8.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,KE17,,DA,Nick Kyrgios,R,193.0,AUS,24.14,39.0,1180.0,CF59,,LL,Roberto Carballes Baena,R,183.0,ESP,26.234,72.0,742.0,7-6(4) 6-3,3.0,R32,90.0,7.0,6.0,59.0,30.0,26.0,17.0,10.0,0.0,0.0,2.0,3.0,87.0,49.0,32.0,18.0,11.0,5.0,7.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,AG37,8.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.856,21.0,1522.0,D875,,DA,Grigor Dimitrov,R,191.0,BUL,28.088,45.0,997.0,6-4 6-4,3.0,R32,74.0,15.0,4.0,63.0,41.0,35.0,11.0,10.0,2.0,2.0,6.0,2.0,47.0,32.0,25.0,11.0,10.0,1.0,3.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,D683,3.0,DA,Juan Martin del Potro,R,198.0,ARG,30.73,12.0,2695.0,SU55,,DA,Denis Shapovalov,L,185.0,CAN,20.172,25.0,1390.0,7-5 6-4,3.0,R32,76.0,11.0,2.0,61.0,44.0,34.0,11.0,11.0,0.0,0.0,10.0,2.0,58.0,32.0,23.0,17.0,11.0,1.0,3.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,L397,,WC,Feliciano Lopez,L,188.0,ESP,37.739,113.0,507.0,F724,,DA,Marton Fucsovics,R,188.0,HUN,27.354,51.0,930.0,6-7(4) 6-3 6-4,3.0,R32,121.0,14.0,4.0,79.0,40.0,34.0,26.0,15.0,0.0,1.0,5.0,8.0,106.0,62.0,43.0,24.0,16.0,8.0,12.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,BH09,,Q,Aljaz Bedene,R,183.0,SLO,29.914,92.0,595.0,DH58,,DA,Alex de Minaur,R,183.0,AUS,20.329,26.0,1330.0,3-6 6-4 6-4,3.0,R32,113.0,11.0,0.0,73.0,48.0,41.0,15.0,14.0,1.0,2.0,4.0,4.0,98.0,57.0,43.0,23.0,15.0,6.0,8.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,R975,6.0,DA,Milos Raonic,R,196.0,CAN,28.471,18.0,1900.0,CF01,,DA,Marco Cecchinato,R,185.0,ITA,26.71,40.0,1130.0,6-3 6-2,3.0,R32,68.0,24.0,4.0,52.0,29.0,26.0,13.0,9.0,1.0,1.0,5.0,3.0,61.0,39.0,24.0,9.0,8.0,6.0,9.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,C977,5.0,DA,Marin Cilic,R,198.0,CRO,30.716,15.0,2395.0,GD64,,DA,Cristian Garin,R,185.0,CHI,23.047,32.0,1268.0,6-1 7-6(5),3.0,R32,77.0,7.0,5.0,56.0,37.0,29.0,10.0,10.0,0.0,2.0,7.0,2.0,64.0,45.0,26.0,6.0,9.0,5.0,9.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,SM37,,DA,Diego Schwartzman,R,170.0,ARG,26.834,23.0,1440.0,BK92,,Q,Alexander Bublik,R,196.0,KAZ,21.999,85.0,662.0,6-2 6-3,3.0,R32,51.0,1.0,3.0,40.0,25.0,23.0,9.0,8.0,0.0,0.0,4.0,5.0,51.0,26.0,16.0,11.0,9.0,3.0,7.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,PF39,,DA,Lucas Pouille,R,185.0,FRA,25.311,29.0,1295.0,CI14,,WC,Jay Clarke,R,183.0,GBR,20.89,164.0,342.0,7-6(2) 6-1,3.0,R32,72.0,4.0,2.0,67.0,42.0,32.0,16.0,10.0,2.0,2.0,3.0,6.0,57.0,25.0,21.0,13.0,9.0,7.0,9.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,MM58,4.0,DA,Daniil Medvedev,R,198.0,RUS,23.346,13.0,2625.0,V306,,DA,Fernando Verdasco,L,188.0,ESP,35.587,37.0,1210.0,6-2 6-4,3.0,R32,70.0,6.0,1.0,55.0,37.0,29.0,11.0,9.0,3.0,3.0,7.0,6.0,59.0,29.0,22.0,11.0,9.0,4.0,7.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,W367,7.0,DA,Stan Wawrinka,R,183.0,SUI,34.22,19.0,1715.0,E687,,WC,Daniel Evans,R,175.0,GBR,29.068,63.0,818.0,6-3 6-4,3.0,R32,72.0,7.0,1.0,55.0,31.0,26.0,17.0,10.0,2.0,2.0,1.0,4.0,50.0,34.0,24.0,9.0,9.0,2.0,4.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,M873,,Q,Nicolas Mahut,R,191.0,FRA,37.402,191.0,272.0,TD51,,DA,Frances Tiafoe,R,188.0,USA,21.405,36.0,1230.0,6-3 7-6(5),3.0,R32,81.0,9.0,1.0,70.0,46.0,35.0,13.0,11.0,2.0,3.0,5.0,2.0,65.0,42.0,29.0,11.0,10.0,3.0,5.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,SD32,,DA,Gilles Simon,R,183.0,FRA,34.47,38.0,1190.0,W503,,Q,James Ward,R,188.0,GBR,32.35,212.0,235.0,3-6 6-3 7-6(2),3.0,R32,149.0,9.0,2.0,108.0,58.0,38.0,28.0,15.0,8.0,11.0,3.0,3.0,102.0,65.0,44.0,16.0,15.0,3.0,6.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,A678,2.0,DA,Kevin Anderson,R,203.0,RSA,33.081,8.0,3565.0,N771,,DA,Cameron Norrie,L,188.0,GBR,23.817,49.0,940.0,4-6 7-6(5) 6-4,3.0,R32,141.0,19.0,2.0,94.0,60.0,56.0,17.0,16.0,3.0,4.0,12.0,3.0,115.0,76.0,55.0,24.0,16.0,9.0,10.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,TE51,1.0,DA,Stefanos Tsitsipas,R,193.0,GRE,20.846,6.0,4215.0,CA12,,DA,Jeremy Chardy,R,188.0,FRA,32.342,65.0,810.0,4-6 7-6(0) 7-6(4),3.0,R16,158.0,12.0,6.0,114.0,82.0,62.0,11.0,17.0,7.0,11.0,8.0,5.0,139.0,92.0,59.0,24.0,17.0,10.0,13.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,AG37,8.0,DA,Felix Auger-Aliassime,R,193.0,CAN,18.856,21.0,1522.0,KE17,,DA,Nick Kyrgios,R,193.0,AUS,24.14,39.0,1180.0,6-7(4) 7-6(3) 7-5,3.0,R16,133.0,19.0,7.0,104.0,65.0,54.0,26.0,18.0,0.0,0.0,17.0,3.0,107.0,71.0,56.0,24.0,18.0,1.0,2.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,L397,,WC,Feliciano Lopez,L,188.0,ESP,37.739,113.0,507.0,D683,3.0,DA,Juan Martin del Potro,R,198.0,ARG,30.73,12.0,2695.0,W/O,3.0,R16,,,,,,,,,,,,,,,,,,,,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,R975,6.0,DA,Milos Raonic,R,196.0,CAN,28.471,18.0,1900.0,BH09,,Q,Aljaz Bedene,R,183.0,SLO,29.914,92.0,595.0,6-3 7-6(3),3.0,R16,85.0,16.0,5.0,67.0,38.0,31.0,16.0,11.0,3.0,5.0,6.0,2.0,59.0,29.0,21.0,16.0,10.0,0.0,3.0,2019
2019-311,Queen's Club,Grass,32.0,250,O,20190617,SM37,,DA,Diego Schwartzman,R,170.0,ARG,26.834,23.0,1440.0,C977,5.0,DA,Marin Cilic,R,198.0,CRO,30.716,15.0,2395.0,6-4 6-4,3.0,R16,82.0,3.0,3.0,52.0,33.0,26.0,13.0,10.0,2.0,3.0,6.0,4.0,63.0,37.0,27.0,11.0,10.0,5.0,8.0,2019
